EAR,PUC,MAR,MOE,drowsy
0.1,50.3,0.44,2.94,1
0.17,57.7,0.4,1.9,1
0.15,49.4,0.43,2.55,1
0.12,47.9,0.44,3.42,1
0.11,60.3,0.56,2.62,1
0.18,51.1,0.5,3.15,1
0.19,69.6,0.52,3.12,1
0.18,66.3,0.51,2.66,1
0.17,56,0.55,3.45,1
0.18,56.2,0.54,2.04,1
0.11,62.7,0.48,1.85,1
0.11,56.7,0.52,2.21,1
0.12,46.3,0.54,1.53,1
0.19,56.8,0.45,3.16,1
0.19,55.4,0.53,2.87,1
0.12,50.7,0.59,2.81,1
0.19,55.5,0.49,3.34,1
0.16,68.5,0.53,2.4,1
0.16,58.7,0.51,1.75,1
0.13,46,0.6,3.41,1
0.19,40.5,0.49,2.43,1
0.13,65.4,0.4,2.65,1
0.11,47.2,0.43,2.41,1
0.11,61.6,0.41,2.29,1
0.21,47.7,0.39,1.83,1
0.22,43.8,0.49,2.02,1
0.17,69.5,0.55,2.15,1
0.2,62.9,0.58,1.86,1
0.1,58.9,0.4,1.59,1
0.17,68.5,0.37,3.42,1
0.17,60.9,0.42,3.46,1
0.2,57,0.42,1.82,1
0.14,61,0.47,3.41,1
0.12,71.9,0.49,3.05,1
0.2,59.7,0.44,2.03,1
0.18,47.3,0.51,1.64,1
0.16,61.1,0.47,2.55,1
0.19,63.5,0.57,2.44,1
0.16,45,0.42,3.34,1
0.16,63.8,0.41,2.6,1
0.18,40.6,0.37,2.31,1
0.13,45.7,0.42,3.15,1
0.14,43.2,0.56,2.83,1
0.11,48.2,0.38,1.94,1
0.12,48,0.49,3.28,1
0.2,59.6,0.4,3.47,1
0.21,67.1,0.45,1.83,1
0.16,51.4,0.51,2.72,1
0.13,50.9,0.58,2.5,1
0.15,50.7,0.57,3.19,1
0.14,42.4,0.6,3.02,1
0.15,66.4,0.41,3.41,1
0.17,64.8,0.42,2.92,1
0.16,73.2,0.4,2.95,1
0.2,46.9,0.44,2.61,1
0.2,48.7,0.45,1.94,1
0.18,60.3,0.47,2.25,1
0.21,53.8,0.58,3.2,1
0.11,50.4,0.4,2.88,1
0.17,46.6,0.47,2.24,1
0.1,67.5,0.39,1.51,1
0.2,60.2,0.39,3.33,1
0.16,67.4,0.59,3.06,1
0.22,51.8,0.59,2.69,1
0.15,60.1,0.56,3.49,1
0.2,69.5,0.55,1.62,1
0.1,70.6,0.5,2.99,1
0.19,72,0.56,1.77,1
0.18,46.5,0.53,3.39,1
0.1,50,0.36,2.9,1
0.21,42.1,0.55,1.71,1
0.17,44.8,0.51,3.19,1
0.14,44.4,0.58,2.58,1
0.18,42,0.42,3.43,1
0.21,46,0.45,3.44,1
0.19,46.3,0.37,3.42,1
0.2,64.5,0.59,3.14,1
0.22,59.8,0.6,2.25,1
0.22,56.5,0.46,2.67,1
0.13,65.4,0.44,2.76,1
0.17,65.6,0.52,1.65,1
0.11,72.5,0.46,2.19,1
0.18,63.7,0.53,2.82,1
0.2,46.4,0.41,3.48,1
0.16,43.1,0.5,1.99,1
0.19,71.7,0.54,1.56,1
0.14,42.5,0.6,2.39,1
0.12,40.1,0.5,1.98,1
0.13,61.2,0.44,1.95,1
0.17,44.8,0.54,3.49,1
0.19,62,0.44,2.49,1
0.17,54.5,0.4,2.86,1
0.13,65.5,0.57,1.59,1
0.13,60.6,0.41,3.29,1
0.17,52.1,0.54,2.94,1
0.18,58,0.48,2.55,1
0.17,44.7,0.5,2.66,1
0.14,58.4,0.37,2.82,1
0.19,48.9,0.38,2.42,1
0.14,50,0.5,1.6,1
0.19,61.6,0.48,2.87,1
0.22,67.8,0.56,2.88,1
0.22,57.3,0.37,2.15,1
0.16,66,0.44,1.72,1
0.21,51.6,0.39,3.09,1
0.22,69.1,0.55,3.12,1
0.21,46.5,0.38,1.9,1
0.12,47.3,0.52,2.63,1
0.14,42,0.45,1.87,1
0.2,63.6,0.41,2.51,1
0.18,72.1,0.52,2.94,1
0.15,72.9,0.4,2.4,1
0.17,50.2,0.4,2.57,1
0.15,73.7,0.55,3,1
0.12,52.2,0.43,3.44,1
0.2,64.8,0.54,3.34,1
0.19,68.7,0.46,3.27,1
0.22,48.9,0.45,2.68,1
0.17,70.8,0.47,1.69,1
0.13,49.5,0.55,2.56,1
0.11,70,0.41,1.97,1
0.22,65.3,0.54,2.58,1
0.13,40.6,0.54,2.53,1
0.14,41.5,0.37,3.32,1
0.21,45.8,0.51,3.45,1
0.16,44.7,0.56,2.54,1
0.11,40.6,0.37,2.11,1
0.15,65.2,0.38,2.21,1
0.11,68.3,0.53,2.97,1
0.14,47.1,0.44,2.71,1
0.14,56.1,0.5,2.56,1
0.21,50,0.59,2.55,1
0.21,43,0.46,2.08,1
0.14,63.2,0.42,3.21,1
0.22,71.8,0.4,3.28,1
0.13,43.1,0.41,1.62,1
0.22,43.7,0.49,2.85,1
0.11,44.6,0.55,1.69,1
0.13,48.6,0.52,2.99,1
0.19,43.2,0.51,2.95,1
0.21,43.1,0.37,2.72,1
0.2,58.4,0.42,2.74,1
0.16,61.5,0.5,2.23,1
0.18,40.1,0.5,2.8,1
0.16,50.3,0.54,2.22,1
0.13,45.8,0.55,1.52,1
0.12,69.7,0.5,2.92,1
0.23,56.6,0.43,1.75,1
0.21,48.2,0.57,2.24,1
0.14,65.7,0.46,2.36,1
0.2,51.9,0.4,3.3,1
0.2,63.8,0.42,3.42,1
0.16,57,0.37,2.77,1
0.2,41.7,0.42,1.73,1
0.17,62.7,0.55,3.22,1
0.13,67.8,0.43,2.01,1
0.13,48.6,0.38,2.24,1
0.2,59,0.38,3.39,1
0.15,62.4,0.4,3.37,1
0.18,50.8,0.42,1.57,1
0.16,55.3,0.49,2.36,1
0.17,60.6,0.48,2.64,1
0.14,49.8,0.39,2.05,1
0.18,56.6,0.44,2.96,1
0.11,63.4,0.57,1.63,1
0.15,52.2,0.59,3.38,1
0.11,46,0.57,2.56,1
0.17,48.3,0.37,2.13,1
0.14,68.9,0.53,1.58,1
0.18,54.5,0.54,2.91,1
0.17,71.8,0.47,3.35,1
0.21,56.4,0.41,2.44,1
0.14,62.8,0.38,2.72,1
0.17,65.7,0.49,3.4,1
0.2,69.9,0.37,3.27,1
0.23,73.8,0.52,2.75,1
0.23,63.3,0.38,2.36,1
0.16,48.7,0.53,2.45,1
0.14,57.7,0.51,2.34,1
0.19,63.4,0.58,3.39,1
0.22,45.7,0.53,3.33,1
0.13,59.2,0.5,3.37,1
0.14,56.8,0.5,2.92,1
0.2,48.1,0.59,2.22,1
0.18,62.1,0.42,3.39,1
0.16,58.1,0.5,2.5,1
0.11,62,0.47,2.89,1
0.13,58.8,0.43,2.11,1
0.22,60.7,0.4,1.53,1
0.18,58.3,0.57,2.42,1
0.2,64.1,0.52,2.89,1
0.2,72.4,0.44,1.93,1
0.18,62.3,0.37,3.47,1
0.11,42.9,0.42,3.44,1
0.19,64.2,0.46,3.17,1
0.19,64.9,0.5,2.05,1
0.1,54.3,0.46,2.84,1
0.14,64.2,0.51,3.11,1
0.2,53.9,0.4,1.96,1
0.22,67,0.58,2.25,1
0.1,56.5,0.43,3.15,1
0.15,70.8,0.56,2.89,1
0.12,46.6,0.38,2.21,1
0.23,72.7,0.52,1.55,1
0.19,49.1,0.39,2.83,1
0.18,43.2,0.6,1.96,1
0.21,67.8,0.49,1.91,1
0.21,43.7,0.43,2.15,1
0.21,42.5,0.55,1.81,1
0.19,57.1,0.48,3.29,1
0.18,61.7,0.4,3.31,1
0.19,59.7,0.51,2.61,1
0.1,62.2,0.37,2.04,1
0.15,68.1,0.6,2.06,1
0.13,50.5,0.4,2.15,1
0.22,47,0.45,2.19,1
0.18,64.4,0.43,2.91,1
0.16,44.5,0.54,1.92,1
0.18,49.2,0.37,1.9,1
0.12,65.1,0.5,3.38,1
0.12,69.5,0.44,3.24,1
0.1,73.7,0.42,3.24,1
0.13,44.1,0.39,2.77,1
0.1,48.1,0.45,2.63,1
0.14,43.8,0.55,2.89,1
0.16,47.8,0.4,2.59,1
0.12,61.8,0.46,2.46,1
0.18,59.9,0.42,2.69,1
0.14,66.8,0.38,2.57,1
0.18,55,0.5,1.99,1
0.23,70.2,0.44,1.93,1
0.19,41.9,0.52,2.02,1
0.11,43.8,0.39,3.39,1
0.2,66.6,0.46,2.23,1
0.18,64,0.38,2.51,1
0.21,60.4,0.46,2.29,1
0.13,65.9,0.48,1.72,1
0.19,62,0.49,2.93,1
0.18,62,0.43,2.9,1
0.18,61.6,0.38,1.75,1
0.16,73.1,0.46,3.35,1
0.11,44.6,0.59,1.84,1
0.17,70.7,0.39,3.21,1
0.17,52.8,0.42,3.43,1
0.11,47.1,0.43,2.65,1
0.2,67.7,0.37,1.79,1
0.19,65.6,0.44,1.85,1
0.13,59.2,0.51,1.96,1
0.14,41.9,0.6,3.12,1
0.11,61.8,0.49,2.8,1
0.21,60.6,0.46,2.71,1
0.17,46,0.44,2.77,1
0.19,64.7,0.47,1.83,1
0.11,57.6,0.55,1.51,1
0.18,62.3,0.55,3.14,1
0.13,70.2,0.37,2.79,1
0.1,42.9,0.39,2.34,1
0.21,73.4,0.55,1.71,1
0.18,52.8,0.38,2.26,1
0.17,40.7,0.48,3.45,1
0.16,52.6,0.41,1.73,1
0.13,64.7,0.52,3.04,1
0.17,46.1,0.37,1.51,1
0.13,58.2,0.44,2.17,1
0.18,43.7,0.49,2.79,1
0.21,53.8,0.39,2.28,1
0.12,52.4,0.41,3.24,1
0.1,43,0.56,2.39,1
0.13,62.4,0.48,1.59,1
0.22,52.5,0.49,1.99,1
0.21,44.5,0.54,2.75,1
0.12,46.2,0.38,2.74,1
0.11,57.2,0.41,1.69,1
0.15,64,0.58,3.44,1
0.14,48.5,0.4,3.35,1
0.22,53.9,0.45,2.65,1
0.18,47.4,0.57,1.99,1
0.22,66.4,0.42,1.76,1
0.2,42.8,0.55,3.4,1
0.13,72.9,0.45,2.39,1
0.21,47.1,0.44,2.01,1
0.21,53.9,0.56,3.34,1
0.21,54.2,0.43,2.1,1
0.11,61.6,0.45,2.79,1
0.17,60.2,0.47,2.2,1
0.14,42.6,0.51,2.01,1
0.15,58.1,0.54,1.9,1
0.17,41.2,0.38,1.95,1
0.11,50.5,0.46,2.5,1
0.16,46,0.55,1.96,1
0.13,64.3,0.43,1.81,1
0.18,70.5,0.57,1.94,1
0.18,73.5,0.42,2.93,1
0.23,61.9,0.55,2.03,1
0.16,59.7,0.56,1.87,1
0.19,67.6,0.4,1.65,1
0.18,71.1,0.42,1.94,1
0.11,54,0.46,2.58,1
0.19,72.7,0.51,1.99,1
0.2,61.2,0.5,3.41,1
0.22,72.5,0.43,2.85,1
0.11,49.9,0.6,1.54,1
0.15,63.7,0.38,2.14,1
0.16,47.4,0.51,3.24,1
0.18,65,0.48,1.89,1
0.13,47,0.44,2.42,1
0.18,57.8,0.47,2.74,1
0.12,42.5,0.37,2.95,1
0.11,56.5,0.44,2.57,1
0.17,60,0.45,1.53,1
0.14,47.4,0.41,1.67,1
0.17,65.5,0.44,2.71,1
0.13,44.8,0.51,2.07,1
0.1,64.8,0.38,1.56,1
0.12,52.1,0.38,3.02,1
0.19,67.6,0.5,3.45,1
0.12,63,0.53,3.09,1
0.12,70.9,0.37,3.48,1
0.1,43.2,0.48,3.49,1
0.13,44.9,0.47,2.62,1
0.12,56.8,0.38,1.73,1
0.21,42.5,0.37,2.9,1
0.16,45.2,0.5,2.88,1
0.14,61.9,0.57,1.61,1
0.21,51.8,0.51,1.89,1
0.22,56,0.4,2.5,1
0.16,72.7,0.55,2.73,1
0.13,42.2,0.45,1.72,1
0.22,55.3,0.5,2.67,1
0.18,56.8,0.4,1.75,1
0.19,64.6,0.53,3.14,1
0.13,51.6,0.43,2.41,1
0.18,67.9,0.38,2.55,1
0.16,54.2,0.53,2.51,1
0.15,50.6,0.47,2.59,1
0.22,71.9,0.5,1.56,1
0.15,57.8,0.51,1.87,1
0.21,47.4,0.44,1.93,1
0.14,55.3,0.44,2.31,1
0.13,49.1,0.48,2.8,1
0.23,61.1,0.43,2.4,1
0.21,44.8,0.48,1.51,1
0.17,68.8,0.59,2.72,1
0.14,49.3,0.37,2.65,1
0.11,69.7,0.37,2.22,1
0.17,55.7,0.46,3.49,1
0.18,68.2,0.41,2.8,1
0.13,71.6,0.41,1.99,1
0.15,66.8,0.52,2.23,1
0.15,59.7,0.52,2.45,1
0.11,44.5,0.53,3.09,1
0.16,47.9,0.5,2.63,1
0.16,61.2,0.52,2.73,1
0.12,60.2,0.42,2.41,1
0.13,46.5,0.5,2.18,1
0.15,69.8,0.58,2.41,1
0.2,45,0.45,1.87,1
0.22,72.9,0.41,2.18,1
0.15,45.8,0.45,2.47,1
0.12,59,0.59,2.63,1
0.21,66.2,0.53,2.55,1
0.19,65.8,0.54,2.53,1
0.23,41.4,0.36,2.94,1
0.19,64.4,0.56,2.98,1
0.13,54.6,0.44,2.87,1
0.16,57.7,0.48,3.07,1
0.15,49.3,0.45,3.37,1
0.23,61.7,0.47,1.51,1
0.17,58.6,0.52,2.25,1
0.2,51.1,0.49,2.69,1
0.2,47.4,0.58,2.99,1
0.21,66.6,0.5,3.28,1
0.17,59,0.5,1.64,1
0.23,52.6,0.54,3.28,1
0.14,40.5,0.55,3.07,1
0.12,50.8,0.51,3.28,1
0.2,58.7,0.41,3.18,1
0.19,70.4,0.43,1.58,1
0.18,50.4,0.4,2.24,1
0.16,71.2,0.46,2.82,1
0.22,40.1,0.55,1.61,1
0.22,48.8,0.38,3.41,1
0.21,65.6,0.49,1.82,1
0.2,67.6,0.6,1.87,1
0.17,57.3,0.45,3.23,1
0.17,63.2,0.5,2.5,1
0.12,42.4,0.38,2.51,1
0.1,59.1,0.39,3.13,1
0.16,49,0.39,2.28,1
0.17,56.9,0.38,2.11,1
0.22,66.1,0.56,3.48,1
0.15,52.3,0.53,2.48,1
0.11,52.6,0.41,3.47,1
0.22,62.2,0.44,1.52,1
0.13,42.4,0.49,2.84,1
0.21,48.6,0.59,2.13,1
0.15,73.7,0.5,2.09,1
0.18,50.5,0.39,3.19,1
0.16,69.8,0.49,2.21,1
0.13,66.8,0.46,2.28,1
0.17,53.7,0.6,2.27,1
0.18,45.3,0.37,3.38,1
0.19,59.5,0.49,2.95,1
0.11,52,0.46,3.5,1
0.21,41.4,0.56,2.25,1
0.22,46.2,0.59,1.96,1
0.21,41.9,0.58,2.18,1
0.12,46.8,0.6,2.05,1
0.21,66.8,0.48,1.76,1
0.18,53.8,0.43,2.47,1
0.15,57.8,0.37,2.86,1
0.1,58.4,0.58,2.45,1
0.18,41.3,0.38,2.53,1
0.19,69.1,0.57,1.72,1
0.14,72.4,0.39,3.16,1
0.14,68.5,0.41,2.72,1
0.17,42,0.36,2.01,1
0.19,45.8,0.59,2.05,1
0.17,61.4,0.37,2.35,1
0.2,47,0.37,3.38,1
0.18,58.6,0.45,2.99,1
0.2,56.3,0.5,3.32,1
0.14,63.8,0.46,2.68,1
0.14,41.4,0.46,3.33,1
0.18,59.8,0.58,1.78,1
0.12,45.5,0.55,1.77,1
0.14,41,0.58,2.09,1
0.22,58,0.42,3.15,1
0.16,51.2,0.47,1.83,1
0.14,69.6,0.5,1.83,1
0.22,40.6,0.47,3.06,1
0.15,70.4,0.49,1.95,1
0.18,42.4,0.57,1.59,1
0.22,53.7,0.4,2.87,1
0.15,53.5,0.57,1.53,1
0.11,66.2,0.43,2.8,1
0.18,43.7,0.4,3.21,1
0.21,49.6,0.46,2.08,1
0.15,48.3,0.45,2.46,1
0.12,65.9,0.52,1.81,1
0.11,49.7,0.55,1.67,1
0.11,65.3,0.51,2.46,1
0.16,60.8,0.5,3.23,1
0.12,69,0.55,1.59,1
0.12,66.2,0.54,3.35,1
0.12,68.1,0.43,3.43,1
0.11,50.1,0.52,2.26,1
0.11,42.5,0.38,3.3,1
0.1,51.3,0.52,2.75,1
0.21,69.8,0.48,3.05,1
0.11,54.5,0.41,2.63,1
0.15,48.9,0.57,2.66,1
0.22,65.6,0.47,1.58,1
0.11,55.7,0.45,1.76,1
0.19,49.7,0.6,3.09,1
0.14,71.5,0.55,1.81,1
0.11,44.2,0.51,2.69,1
0.11,68.4,0.6,1.53,1
0.19,45.3,0.45,1.91,1
0.16,55.4,0.44,2.98,1
0.14,61.9,0.4,2.95,1
0.21,72.8,0.59,1.64,1
0.21,60,0.41,2.87,1
0.11,52.8,0.38,1.84,1
0.23,60.6,0.43,3.25,1
0.11,68.9,0.59,3,1
0.13,68,0.58,1.72,1
0.22,55.7,0.43,2.25,1
0.16,43.4,0.59,3.15,1
0.11,65.1,0.6,3.14,1
0.16,48.6,0.46,2.43,1
0.16,73.9,0.51,2.82,1
0.1,64.8,0.48,2.33,1
0.11,46.3,0.58,3.05,1
0.13,53,0.46,2.24,1
0.21,40.6,0.37,1.89,1
0.13,63.3,0.48,2.62,1
0.19,47.4,0.39,1.66,1
0.19,73.5,0.53,3.45,1
0.2,56.3,0.56,1.57,1
0.17,70.6,0.38,3.4,1
0.15,62.8,0.53,2.42,1
0.23,70,0.48,1.87,1
0.23,43,0.46,2.05,1
0.16,47.5,0.47,3.17,1
0.17,43.8,0.58,2.1,1
0.15,68,0.38,2.33,1
0.23,73.7,0.37,3.32,1
0.17,40.4,0.58,2.67,1
0.12,42.4,0.48,2.43,1
0.14,46.5,0.41,2.98,1
0.1,41,0.37,2.45,1
0.15,63.5,0.52,2.91,1
0.18,68.6,0.47,1.77,1
0.1,45,0.54,3.25,1
0.16,59.9,0.4,1.7,1
0.13,42.1,0.59,2.69,1
0.21,53.4,0.4,2.71,1
0.18,45.5,0.38,2.62,1
0.13,45,0.37,2.15,1
0.13,65.4,0.48,3.33,1
0.12,43.8,0.58,2.8,1
0.2,46.2,0.5,3.01,1
0.21,48.3,0.39,1.69,1
0.16,63.8,0.4,3.5,1
0.22,67,0.46,2.18,1
0.17,54,0.52,3.22,1
0.14,53.2,0.5,3.34,1
0.16,43,0.48,3.43,1
0.23,52.2,0.36,1.75,1
0.13,70.1,0.54,2.57,1
0.15,43.2,0.41,3.1,1
0.12,52.8,0.56,3.26,1
0.21,73.8,0.43,2.64,1
0.11,71.9,0.4,1.57,1
0.14,68.4,0.38,2.26,1
0.2,45.1,0.57,2.04,1
0.12,42.8,0.45,1.84,1
0.11,45.3,0.51,2.21,1
0.11,41.6,0.59,2.27,1
0.12,69.1,0.41,1.75,1
0.2,42,0.55,3.34,1
0.13,42.9,0.39,2.7,1
0.17,40.3,0.45,3,1
0.14,48.4,0.44,3.24,1
0.23,55.5,0.42,2.43,1
0.11,62.3,0.37,2.75,1
0.13,45.8,0.38,2.52,1
0.2,71.7,0.49,3.22,1
0.22,40.8,0.39,2.35,1
0.11,58,0.54,2.11,1
0.22,71,0.59,3.17,1
0.22,52.5,0.4,1.73,1
0.12,61.1,0.4,2.51,1
0.1,54.1,0.45,1.74,1
0.21,63.9,0.44,2.09,1
0.22,70.2,0.58,1.73,1
0.2,63.5,0.53,2.4,1
0.12,65.6,0.41,3.16,1
0.19,65,0.39,2.76,1
0.19,54.9,0.38,2.79,1
0.17,53,0.45,3.35,1
0.12,57.6,0.58,2.7,1
0.17,41.6,0.49,1.73,1
0.21,72,0.4,1.89,1
0.2,40.2,0.4,3.11,1
0.11,73.3,0.54,2.41,1
0.15,73,0.36,2.04,1
0.22,53.5,0.57,2.35,1
0.13,71.2,0.36,3.29,1
0.17,59.2,0.49,2.87,1
0.23,69.9,0.43,2.02,1
0.22,47,0.36,1.67,1
0.17,55.5,0.59,2.33,1
0.18,70.1,0.42,2.07,1
0.21,55.4,0.43,2.6,1
0.2,53.5,0.38,3.42,1
0.11,72.9,0.51,3.37,1
0.19,58,0.41,1.99,1
0.15,46.8,0.41,2.9,1
0.12,42.7,0.54,2.68,1
0.23,45.7,0.46,1.53,1
0.17,63.8,0.56,2.56,1
0.13,61.1,0.56,3.37,1
0.13,52.6,0.52,1.82,1
0.2,44.6,0.55,2.5,1
0.19,54.3,0.52,2.87,1
0.13,54.5,0.38,2.02,1
0.14,52.9,0.57,2.7,1
0.12,60,0.39,1.74,1
0.11,55.8,0.37,3.44,1
0.22,46.7,0.51,1.58,1
0.14,43.3,0.41,2.33,1
0.17,73,0.48,2.33,1
0.18,50.2,0.53,3.06,1
0.11,56,0.42,3.02,1
0.22,50.4,0.58,2.72,1
0.21,49.4,0.55,3.01,1
0.2,43.4,0.56,2.79,1
0.19,64.5,0.41,3.14,1
0.19,73,0.4,2.47,1
0.16,56,0.54,3.39,1
0.13,73.8,0.56,2.35,1
0.11,74,0.44,1.58,1
0.23,67.2,0.5,3.4,1
0.23,73.2,0.51,1.72,1
0.16,72,0.46,1.53,1
0.14,60.8,0.4,2.93,1
0.11,51.6,0.56,1.83,1
0.18,57.9,0.53,2.04,1
0.18,66.4,0.57,2.44,1
0.2,44.5,0.56,2.99,1
0.19,63.6,0.39,1.77,1
0.13,46.7,0.56,3.11,1
0.13,72.7,0.59,2.28,1
0.21,50.4,0.58,2.24,1
0.14,59,0.49,1.79,1
0.16,53.6,0.6,2.14,1
0.12,51.4,0.54,1.66,1
0.22,66.7,0.59,2.02,1
0.19,68.9,0.44,3.04,1
0.12,50,0.39,2.12,1
0.14,68.7,0.51,2.24,1
0.18,69.1,0.5,2.05,1
0.19,64,0.51,1.67,1
0.11,64.1,0.53,3.02,1
0.21,65.3,0.49,2.45,1
0.18,69.5,0.52,2.49,1
0.22,41.5,0.5,2.85,1
0.21,66.6,0.57,2.38,1
0.12,66.7,0.51,1.53,1
0.17,63,0.43,2.11,1
0.18,51.8,0.53,2.91,1
0.14,65.1,0.44,2.82,1
0.11,52.9,0.47,3.3,1
0.22,49.2,0.44,3.12,1
0.13,56.3,0.4,3.28,1
0.2,43.9,0.52,1.97,1
0.22,47.6,0.48,2.51,1
0.17,41.9,0.41,1.77,1
0.22,51.5,0.56,2.46,1
0.21,51.7,0.43,1.93,1
0.19,60.2,0.52,2.86,1
0.16,73.5,0.5,3.13,1
0.2,53.1,0.5,2.13,1
0.17,57.3,0.44,1.84,1
0.2,72.8,0.55,2.68,1
0.23,54.1,0.41,1.58,1
0.15,73.3,0.42,1.52,1
0.22,65.5,0.46,3.01,1
0.2,42.6,0.42,3.12,1
0.23,58.4,0.58,2.72,1
0.21,71.7,0.55,2.65,1
0.11,59.9,0.48,2.17,1
0.12,45.9,0.38,3.17,1
0.12,49.4,0.44,2.76,1
0.2,43.1,0.38,3.3,1
0.19,53.6,0.52,1.95,1
0.11,48.8,0.55,2.3,1
0.15,52.7,0.45,2.82,1
0.2,40.1,0.57,3,1
0.21,71.9,0.56,1.5,1
0.17,69.5,0.51,1.52,1
0.12,55.5,0.49,1.57,1
0.14,51.2,0.45,2.31,1
0.14,67,0.49,2.34,1
0.11,53.1,0.53,3.11,1
0.16,63.7,0.54,3.42,1
0.15,53,0.58,2.88,1
0.14,72.6,0.48,1.52,1
0.21,49.3,0.37,2.67,1
0.18,41.5,0.51,2.03,1
0.15,56,0.42,3.3,1
0.19,45.4,0.59,2.86,1
0.17,46.9,0.4,2.37,1
0.18,48.3,0.55,2.27,1
0.13,51.7,0.5,3.07,1
0.11,72.6,0.48,2.74,1
0.16,55.3,0.39,3.3,1
0.11,67.4,0.57,2.53,1
0.16,55.7,0.49,2.23,1
0.15,54.5,0.55,3.34,1
0.23,52.9,0.46,1.54,1
0.19,67.7,0.52,1.53,1
0.15,66.7,0.53,2.99,1
0.2,44,0.5,2.26,1
0.18,67.8,0.42,3.37,1
0.18,61.2,0.57,2.18,1
0.17,62.5,0.52,2.41,1
0.14,57.5,0.36,2.06,1
0.1,50.9,0.37,2,1
0.16,53.1,0.51,3.29,1
0.17,65.8,0.39,2.51,1
0.13,63.4,0.4,2.08,1
0.11,73.6,0.51,2.89,1
0.14,50.3,0.38,2.05,1
0.14,56.9,0.36,3.42,1
0.16,66.6,0.58,2.56,1
0.21,65.9,0.43,2.43,1
0.15,59.8,0.42,2.07,1
0.18,62.5,0.43,2.76,1
0.12,58,0.36,3.27,1
0.12,57.9,0.36,2.9,1
0.22,57.8,0.55,2.74,1
0.22,52.5,0.37,2.97,1
0.12,64.1,0.59,2.19,1
0.1,64.4,0.42,2.16,1
0.17,64.5,0.39,2.33,1
0.12,70.3,0.46,2.97,1
0.19,46.8,0.53,3.21,1
0.12,60,0.43,3.11,1
0.21,72.1,0.36,3.13,1
0.12,44.8,0.39,3.32,1
0.2,67.6,0.39,2.66,1
0.15,61.9,0.56,2.93,1
0.12,49,0.48,2.41,1
0.16,70.7,0.46,1.83,1
0.15,61.3,0.49,3.18,1
0.21,42.3,0.41,2.35,1
0.21,68.5,0.47,3.43,1
0.12,63.1,0.47,2.19,1
0.13,64.4,0.47,3.18,1
0.21,66.5,0.47,2.9,1
0.11,46.3,0.39,3.06,1
0.18,66.7,0.52,3.3,1
0.18,64.3,0.37,2.51,1
0.23,45.1,0.45,2.24,1
0.15,47.3,0.4,3.08,1
0.12,73.8,0.44,1.81,1
0.22,48.4,0.46,2.98,1
0.14,58,0.38,3.45,1
0.15,59.9,0.37,2.82,1
0.16,72.5,0.38,3.35,1
0.13,54.2,0.58,2.72,1
0.12,50,0.6,1.88,1
0.21,46.3,0.39,1.88,1
0.13,58.2,0.5,2.98,1
0.16,61.5,0.55,2.79,1
0.16,58.1,0.54,1.89,1
0.13,40.3,0.48,1.86,1
0.21,67.5,0.46,2.38,1
0.18,64.4,0.41,2.57,1
0.21,56.4,0.46,1.63,1
0.11,43.7,0.51,2.29,1
0.17,69.4,0.5,1.54,1
0.19,69.2,0.51,3.38,1
0.19,50,0.47,2.62,1
0.14,62.3,0.59,3.48,1
0.17,57.7,0.53,1.8,1
0.14,42.8,0.44,1.85,1
0.21,48,0.58,2,1
0.15,59.4,0.48,2.71,1
0.2,62.4,0.4,2.73,1
0.11,46.7,0.41,1.9,1
0.12,69,0.5,1.81,1
0.19,72.1,0.39,2.69,1
0.14,54,0.44,3.02,1
0.1,47.4,0.42,2.28,1
0.21,56,0.6,2.22,1
0.2,58,0.5,3.25,1
0.22,43,0.56,2.78,1
0.2,51.7,0.5,1.51,1
0.11,54.5,0.45,1.92,1
0.21,46,0.57,1.55,1
0.22,47.4,0.43,2.94,1
0.15,49.7,0.5,3.21,1
0.2,53.1,0.44,2.71,1
0.15,42,0.57,2.83,1
0.22,58.6,0.59,3.1,1
0.12,55.9,0.47,2.88,1
0.19,57.8,0.51,3.45,1
0.12,72.9,0.55,1.68,1
0.15,57.5,0.41,2.62,1
0.15,42.3,0.4,1.79,1
0.1,70.2,0.54,1.68,1
0.11,69.8,0.38,3.08,1
0.16,62.6,0.46,2.37,1
0.22,46.4,0.47,1.55,1
0.2,46,0.41,2.7,1
0.14,62.5,0.55,2.51,1
0.11,54.9,0.41,2.52,1
0.14,53.3,0.54,3.33,1
0.18,45.4,0.48,2.87,1
0.2,47,0.37,2.1,1
0.13,69.8,0.39,2,1
0.13,69.3,0.49,2.32,1
0.18,61.3,0.37,2.23,1
0.21,50.8,0.59,2.01,1
0.2,53.8,0.49,2.12,1
0.1,73.9,0.46,3,1
0.2,54,0.5,3.01,1
0.11,73.6,0.45,1.75,1
0.22,59.1,0.44,2.58,1
0.18,71.6,0.37,1.63,1
0.11,40,0.4,2.2,1
0.11,54.4,0.37,2.64,1
0.21,50.2,0.54,3.02,1
0.11,42.3,0.49,1.95,1
0.19,48.2,0.46,2.13,1
0.22,62.6,0.47,2.63,1
0.19,55.8,0.39,2.47,1
0.22,55.3,0.41,2.06,1
0.13,63,0.45,2.14,1
0.17,66.5,0.45,2.25,1
0.17,71.5,0.58,2.85,1
0.15,51.1,0.43,1.62,1
0.11,50.3,0.39,3.31,1
0.18,50,0.4,3.35,1
0.13,66.4,0.57,2.67,1
